gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,target
-1.0251656884383933,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-0.4656833638455588,0.32957344260907845,-1.0005370366555317,-1.1823467036081465,1.4108793198202445,-1.0383566815391416,1.248658260307582,-0.9214835073120868,-1.1174614377064884,1.1342342829425818,0.3729083541611262,-1.2000072181102386,1.3392667278108483,-0.0004737233752722791,-1.408006180494159,0.0
-1.0251656884383933,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,0.8855367868020159,0.32957344260907845,1.1083390069349155,0.1746183255481577,-0.915399312859667,1.2300037464529188,-1.0236093878102852,-0.9214835073120868,1.1407084833976564,1.1342342829425818,1.5775905028674246,0.8333283207869295,-1.4709488194838702,1.074753860742306,0.5583603178465145,0.0
0.9754520769450179,-0.43774920386247823,1.0313759080646898,-0.6526623241304862,-1.2846046672683313,-3.034225064020537,0.05390098513969194,-1.1823467036081465,-0.915399312859667,-1.0383566815391416,-1.0236093878102852,-0.9214835073120868,-1.1174614377064884,-1.1238137559614843,-0.8317737945451723,0.8333283207869295,0.4025282120459421,-1.3764991324160054,-0.7028922838122783,1.0
0.9754520769450179,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-1.1617664717549154,0.32957344260907845,-1.0005370366555317,0.1746183255481577,-0.915399312859667,-1.0383566815391416,-1.0236093878102852,-0.9214835073120868,-1.1174614377064884,-1.1238137559614843,-0.8317737945451723,0.8333283207869295,0.4025282120459421,0.17734598528095805,-0.6647207044430337,0.0
0.9754520769450179,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-1.32555073243947,0.32957344260907845,1.1083390069349155,-1.1823467036081465,1.4108793198202445,1.2300037464529188,-1.0236093878102852,1.4003582101281178,-1.1174614377064884,-1.1238137559614843,1.5775905028674246,0.8333283207869295,-1.4709488194838702,-0.09852384310160459,-1.7314042834835932,1.0
0.9754520769450179,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-1.0389282762414995,0.32957344260907845,-1.0005370366555317,0.1746183255481577,-0.915399312859667,-1.0383566815391416,-1.0236093878102852,-0.9214835073120868,-1.1174614377064884,-1.1238137559614843,-0.8317737945451723,0.8333283207869295,0.4025282120459421,0.15574172161244393,0.5827477157768652,1.0
0.9754520769450179,-0.43774920386247823,1.0313759080646898,1.5321858839213018,-0.015276646963033904,0.32957344260907845,-1.0005370366555317,1.5315833547044617,0.2477400034802887,0.0958235324568886,0.11252443624864833,0.23943735140801542,0.01162352284558396,0.00521026349054892,1.5775905028674246,-1.2000072181102386,1.3392667278108483,-1.5260671116595634,0.9215204826789117,0.0
0.9754520769450179,-0.43774920386247823,1.0313759080646898,1.5321858839213018,1.6225659598825113,0.32957344260907845,-1.0005370366555317,1.5315833547044617,0.2477400034802887,0.0958235324568886,0.11252443624864833,0.23943735140801542,0.01162352284558396,0.00521026349054892,1.5775905028674246,0.8333283207869295,-0.534210303718964,-1.4978153822468916,-1.3279518959836598,0.0
0.9754520769450179,-0.43774920386247823,-0.9695785912591609,-0.6526623241304862,-0.547575494187836,-3.034225064020537,0.05390098513969194,-1.1823467036081465,-0.915399312859667,-1.0383566815391416,1.248658260307582,-0.9214835073120868,1.1407084833976564,-1.1238137559614843,-0.8317737945451723,0.8333283207869295,0.4025282120459421,-0.8380544071391968,1.281499682563872,
0.9754520769450179,-0.43774920386247823,-0.9695785912591609,1.5321858839213018,-0.9160900807280837,0.32957344260907845,-1.0005370366555317,1.5315833547044617,0.2477400034802887,0.0958235324568886,0.11252443624864833,0.23943735140801542,0.01162352284558396,0.00521026349054892,0.3729083541611262,0.8333283207869295,-1.4709488194838702,-1.4928297829387727,-0.7728735126558935,0.0
